claim_number,contract_id,adjuster,site_name,department,brings_to_closure,consultant,contract_start,contract_end,contract_category,bid_approval_date,bid_type,contract_type,base_price,amendments_total,paid_to_date,notes,contract_year,total_contract_value,is_bid_to_result,is_scope_of_work,auction_type,brings_to_closure_flag
20040223,20040223001,"Bilder,Jack",Sheetz #2,SHEETZ 2,Yes,"Groundwater & Environmental Services, Inc.,",2006-10-01,2010-06-18,Sole Source,NA,NA,Fixed Price,88985,0,88985,Do not track payments - Jack will notify when contract closed and provide total cost.  Dac 3/25/10,2006,88985,FALSE,FALSE,Other/Unknown,TRUE
20040232,20040232001,"Bilder,Jack",Sheetz #110,SHEETZ 110,No,"Mountain Research LLC,",2008-07-11,2010-05-13,Sole Source,NA,NA,Fixed Price,30489,0,6375,Could not close site under SHS - this incomplete contract closed 3/31/09 new contract created to close site under combined SHS/SSS.,2008,30489,FALSE,FALSE,Other/Unknown,FALSE
20040232,20040232002,"Bilder,Jack",Sheetz #110,SHEETZ 110,Yes,"Mountain Research LLC,",2009-04-29,2013-02-08,Sole Source,NA,NA,Fixed Price,58064.48,2274.16,67370.21,D&&E paid over contracted amount due to extended time to complete.,2009,60338.64,FALSE,FALSE,Other/Unknown,TRUE
20040263,20040263001,"Marion,Shane",Ebersole,EBERSOLE,Yes,"Letterle & Associates Inc,",2014-02-04,2016-08-11,Competitively Bid,2012-04-09,Defined Scope of Work,Fixed Price,26885.55,0,25133.45,"Final milestone completed and reimbursement authorized
8/11/2016 02:04:31 PM (dcassel)",2014,26885.55,FALSE,TRUE,Scope of Work,TRUE
20040264,20040264001,"Bollana,Debra",Kehm Oil Tj Deli #3,Kehm Oil TJ Deli 3,No,"Core Environmental Services, Inc.,",2011-10-05,2016-05-17,Competitively Bid,2010-08-16,Defined Scope of Work,Fixed Price,23999.5,15056,35154.5,NA,2011,39055.5,FALSE,TRUE,Scope of Work,FALSE
20040274,20040274001,"Mackewicz,Bonnie",Buggys Auto Body,Buggys Auto Body,Yes,"Letterle & Associates Inc,",2012-02-21,2018-10-19,Competitively Bid,2010-07-06,Defined Scope of Work,Fixed Price,21595,64662.64,62119.62,final milestone invoice processed  10/19/2018 09:19:46 AM (dcassel),2012,86257.64,FALSE,TRUE,Scope of Work,TRUE
20040279,20040279001,"Cramer,Jolene",Trexlertown Amoco,TREXLERTOWN AMOCO,Yes,"MEA, Inc.,",2007-02-05,2013-12-30,Sole Source,NA,NA,Pay for Performance,590000.001,0,590000,NA,2007,590000.001,FALSE,FALSE,Other/Unknown,TRUE
20040307,20040307001,"Marion,Shane",Billy Oil,Billy Oil,No,"Mountain Research LLC,",2009-09-03,2012-12-27,Competitively Bid,NA,Defined Scope of Work,Fixed Price,42682,188073.75,200969.25,NA,2009,230755.75,FALSE,TRUE,Scope of Work,FALSE
20040307,20040307002,"Marion,Shane",Billy Oil,Billy Oil,Yes,"Mountain Research LLC,",2014-08-07,2023-01-06,Sole Source,NA,NA,Fixed Price,261131.32,0,240546.82,"Contract complete.  Final milestone invoice processed
1/6/2023 10:58:58 AM (dbollana)",2014,261131.32,FALSE,FALSE,Other/Unknown,TRUE
20040308,20040308001,"Ferro,James",Rgs Gas N Go,LIBERTY GAS,Yes,"Mountain Research LLC,",2008-02-21,2013-08-20,Competitively Bid,NA,Defined Scope of Work,Fixed Price,56186.5,6860,56054.5,"Amendment #1 brings total FP to $63,046.50",2008,63046.5,FALSE,TRUE,Scope of Work,TRUE
20040309,20040309001,"Melvin, CPCU,Linda M.",Stroudsburg Citgo,Fill and Fly Of Stroudsburg,Yes,"MEA, Inc.,",2008-11-24,2010-04-28,Sole Source,NA,NA,Fixed Price,31129.96,0,31129.96,NA,2008,31129.96,FALSE,FALSE,Other/Unknown,TRUE
20040316,20040316001,"Mackewicz,Bonnie",Former Snyders Sunoco,Snyders Sunoco,Yes,"MEA, Inc.,",2010-12-15,2021-01-26,Sole Source,NA,NA,Fixed Price,117255.42,0,112617.42,final milestone invoice was processed in January 2021; clean up report found contract sitll open  10/5/2021 12:16:12 PM (dbollana),2010,117255.42,FALSE,FALSE,Other/Unknown,TRUE
20050019,20050019001,"Aubel,Tracy",Cesares Service Station,CESARES SVC STA,Yes,"MEA, Inc.,",2011-06-01,2014-08-18,Sole Source,NA,NA,Fixed Price,108832.08,0,104305.96,NA,2011,108832.08,FALSE,FALSE,Other/Unknown,TRUE
20050021,20050021002,"Mackewicz,Bonnie",Sylvester Ganocy,Ganocy Exxon,No,"Letterle & Associates Inc,",2006-07-10,2012-10-19,Sole Source,NA,NA,Pay for Performance,675666,0,405399,Letterle elected to terminate contract as they would not be able to complete the milestones in a reasonable amount of time at their expense.,2006,675666,FALSE,FALSE,Other/Unknown,FALSE
20050024,20050024001,"Ferro,James",RP Hoffman Mobil,RP HOFFMAN MOBIL,No,"Austin James Associates,",2005-10-01,2007-11-20,Sole Source,NA,NA,Fixed Price,999219.75,0,999219.75,NA,2005,999219.75,FALSE,FALSE,Other/Unknown,FALSE
20050029,20050029001,"Smith,Bethany",Koneskis Repair Service,Koneskis Repair Svc,No,"American Geosciences Inc,",2006-05-01,2009-07-24,Competitively Bid,NA,Defined Scope of Work,Fixed Price,NA,0,0,contract complete prior to database,2006,0,FALSE,TRUE,Scope of Work,FALSE
20050029,20050029002,"Smith,Bethany",Koneskis Repair Service,Koneskis Repair Svc,No,"Core Environmental Services, Inc.,",2009-07-24,2015-12-18,Competitively Bid,2008-10-14,Bid to Result,Fixed Price,219551.43,70626.88,233463.2,85% Proration applied to payments.  Milestone 2C is $47/ton; Milestone 2D is $0.60/gal; Milestone 2F is $14/cy; Milestone 5A thru 5H is $210.60/ well;  3rd party issues costs outside contract may be reimbursed,2009,290178.31,TRUE,FALSE,Bid-to-Result,FALSE
20050030,20050030001,"Hawk,Gerald",Citgo Speedy 18,SPEE-D MART 224,Yes,"Letterle & Associates Inc,",2008-11-25,2011-04-11,Sole Source,NA,NA,Fixed Price,37120.91,0,37120.91,NA,2008,37120.91,FALSE,FALSE,Other/Unknown,TRUE
20050033,20050033001,"Marion,Shane",PSC Turnpike Station,PSC Turnpike,No,"Converse Consultants,",2009-09-30,2017-10-26,Competitively Bid,NA,Defined Scope of Work,Fixed Price,55907,102509,136696.91,"Original contract price: $55,907.00    7/2/14 - Contract assumed by new owner

New contract executed  10/26/2017 02:14:32 PM (dcassel)",2009,158416,FALSE,TRUE,Scope of Work,FALSE
20050033,20050033002,"Marion,Shane",PSC Turnpike Station,PSC Turnpike,Yes,"Converse Consultants,",2017-10-26,2021-01-29,Sole Source,NA,NA,Fixed Price,34769,0,15906,Mutually terminated; change to SSS closure.  1/29/2021 03:22:43 PM (dbollana),2017,34769,FALSE,FALSE,Other/Unknown,TRUE
20050035,20050035001,"Ferro,James",Kwik Pik LLC formerly Uni Mart 04640,UNI MART,Yes,"Synergy Environmental, Inc.,",2008-03-13,2015-10-08,Sole Source,NA,NA,Time and Material,71456.91,0,71657.21,Kleinfelder did not complete contract.  Synergy took over as consultant and the Fund has agreed to pay Synergy T&M nte contract amt.  Contract being closed.  Tracking of payments in IR.,2008,71456.91,FALSE,FALSE,Other/Unknown,TRUE
20050037,20050037001,"Ferro,James",CF Mart 3022,CF Mart 3022,No,"Converse Consultants,",2010-05-21,2013-11-06,Competitively Bid,NA,Defined Scope of Work,Fixed Price,75830,0,75830,NA,2010,75830,FALSE,TRUE,Scope of Work,FALSE
20050037,20050037002,"Ferro,James",CF Mart 3022,CF Mart 3022,Yes,"MEA, Inc.,",2017-06-22,2019-06-17,Sole Source,NA,NA,Fixed Price,92424.73,0,92424.73,"Contract closed, claim limit met.  Remainder will be paid under claim 20130027. 
6/17/2019 01:41:39 PM (dbollana)



Per J Ferro, currently awaiting proposal for RAP mod through closure.  12/8/2016 08:24:05 AM (dcassel)

RA in draft form  5/15/2017 11:59:03 AM (dcassel)",2017,92424.73,FALSE,FALSE,Other/Unknown,TRUE
20050040,20050040001,"Mackewicz,Bonnie",K & E Auto,K & E AUTO,No,"Letterle & Associates Inc,",2007-02-02,2009-05-12,Sole Source,NA,NA,Fixed Price,135294,0,135294,NA,2007,135294,FALSE,FALSE,Other/Unknown,FALSE
20050040,20050040002,"Mackewicz,Bonnie",K & E Auto,K & E AUTO,Yes,"Letterle & Associates Inc,",2009-06-30,2017-09-08,Sole Source,NA,NA,Fixed Price,229504.36,10910.72,203509.02,"9/11/2017 10:08:31 AM (invadmin) final milestone paid for site restoration 

Milestone I1 reduced due to system shutdown during period. Milestone D reduced - power pole not removed.",2009,240415.08,FALSE,FALSE,Other/Unknown,TRUE
20050042,20050042001,"Ferro,James",McGonigle Auto Repair,MCGONIGLE AUTO REPAIR,No,"Environmental Consulting, Inc.,",2007-03-01,2007-04-01,Sole Source,NA,NA,Fixed Price,NA,0,0,Closed prior to contract database tracking.,2007,0,FALSE,FALSE,Other/Unknown,FALSE
20050042,20050042002,"Ferro,James",McGonigle Auto Repair,MCGONIGLE AUTO REPAIR,No,"Alternative Environmental Solutions Inc,",2007-04-01,2007-04-01,Competitively Bid,NA,NA,Fixed Price,NA,0,0,"7/16/10, basic info added.  Need to add payments.7/17/14 after researching I don''t believe this was a USTIF approved contract.",2007,0,FALSE,FALSE,Other/Unknown,FALSE
20050045,20050045001,"Aubel,Tracy",Hallers Sporting Goods,HALLERS SPORTING GOODS,Yes,"Letterle & Associates Inc,",2012-12-05,2020-06-16,Competitively Bid,2010-08-26,Bid to Result,Fixed Price,180176.38,-29902,68966.75,The contract was complete in Aug 2016 with the exception of 2 PRC events.  PRC was to be conducted annually; no invoices have been received.  Closing contract; will reopen if PRC invoices received.  6/16/2020 12:52:26 PM (dbollana),2012,150274.38,TRUE,FALSE,Bid-to-Result,TRUE
20050046,20050046001,"Headdings,Kyle",7 Eleven #56128,7 Eleven 36123,Yes,"Core Environmental Services, Inc.,",2007-09-07,2016-11-04,Competitively Bid,NA,Defined Scope of Work,Fixed Price,61179.58,12929.5,72583.2,"Amendment #1 brings total contract to $67,564.50

Final milestone CA-D for well abandonment authorized.  Contract closed. 11/4/2016 08:39:45 AM (dcassel)",2007,74109.08,FALSE,TRUE,Scope of Work,TRUE
20050060,20050060001,"Aubel,Tracy",Priestas Country Market,PRIESTAS COUNTRY MKT,No,"Cardinal Resources,",2008-01-28,2011-07-12,Competitively Bid,NA,Defined Scope of Work,Fixed Price,27561,17860.49,45393.87,NA,2008,45421.490000000005,FALSE,TRUE,Scope of Work,FALSE
20050060,20050060002,"Aubel,Tracy",Priestas Country Market,PRIESTAS COUNTRY MKT,Yes,"Applied Geology and Environmental Science, Inc.,",2012-04-19,2016-04-01,Competitively Bid,2010-07-26,Defined Scope of Work,Fixed Price,110908.3,0,110908.3,NA,2012,110908.3,FALSE,TRUE,Scope of Work,TRUE
20050063,20050063001,"Cramer,Jolene",Kwik Fill S 14,KWIK FILL S 14,No,"Kleinfelder Eastern Merger Corporation,",2008-04-23,2010-11-08,Sole Source,NA,NA,Fixed Price,33168,0,33168,NA,2008,33168,FALSE,FALSE,Other/Unknown,FALSE
20050063,20050063002,"Cramer,Jolene",Kwik Fill S 14,KWIK FILL S 14,Yes,"Kleinfelder Eastern Merger Corporation,",2010-10-18,2015-03-11,Sole Source,NA,NA,Fixed Price,108397,61881,163430,"Amendment #2 brings contract total to $173,702.00",2010,170278,FALSE,FALSE,Other/Unknown,TRUE
20050064,20050064001,"Hawk,Gerald",Kwik Fill M-181,KWIK FILL M 181,No,"Groundwater & Environmental Services, Inc.,",2007-12-27,2009-12-31,Competitively Bid,NA,Defined Scope of Work,Fixed Price,11765,2127,13892,NA,2007,13892,FALSE,TRUE,Scope of Work,FALSE
20050064,20050064002,"Hawk,Gerald",Kwik Fill M-181,KWIK FILL M 181,Yes,"Groundwater & Environmental Services, Inc.,",2010-03-10,2010-06-30,Sole Source,NA,NA,Fixed Price,18680,20336,39016,"Amendment #1 increases the total FP contract to $39,016.00",2010,39016,FALSE,FALSE,Other/Unknown,TRUE
20050071,20050071002,"Headdings,Kyle",29th Street Exxon 27,E Z Gas Mart,No,"United Environmental Services, Inc.,",2014-10-30,2019-01-09,Sole Source,NA,NA,Fixed Price,101385.05,0,66345.05,Final invoice processed  1/8/2019 12:04:19 PM (dbollana),2014,101385.05,FALSE,FALSE,Other/Unknown,FALSE
20050074,20050074001,"Bilder,Jack",Sheetz #73,SHEETZ 73,Yes,"Kleinfelder Eastern Merger Corporation,",2006-10-01,2008-03-26,Competitively Bid,NA,NA,Fixed Price,NA,0,0,Contract closed prior to database.,2006,0,FALSE,FALSE,Other/Unknown,TRUE
20050075,20050075001,"Mackewicz,Bonnie",West End Service Station,West End Svc Sta,No,"Letterle & Associates Inc,",2008-08-26,2010-03-10,Competitively Bid,NA,Defined Scope of Work,Fixed Price,91394,12992,101137,NA,2008,104386,FALSE,TRUE,Scope of Work,FALSE
20050075,20050075002,"Mackewicz,Bonnie",West End Service Station,West End Svc Sta,Yes,"Letterle & Associates Inc,",2012-03-02,2019-06-12,Sole Source,NA,NA,Fixed Price,329412.47,-113988.38,201865.98,Final milestone processed  6/12/2019 11:05:47 AM (dbollana),2012,215424.08999999997,FALSE,FALSE,Other/Unknown,TRUE
20050082,20050082001,"Ferro,James",Lockwoods,Country Trails General Store,No,"Austin James Associates,",2006-06-01,2006-08-01,Sole Source,NA,NA,Fixed Price,175377,8746,184123,NA,2006,184123,FALSE,FALSE,Other/Unknown,FALSE
20050082,20050082002,"Ferro,James",Lockwoods,Country Trails General Store,No,"Austin James Associates,",2006-08-01,2008-09-01,Sole Source,NA,NA,Fixed Price,168375,0,160231,NA,2006,168375,FALSE,FALSE,Other/Unknown,FALSE
20050082,20050082003,"Ferro,James",Lockwoods,Country Trails General Store,Yes,"Austin James Associates,",2008-09-01,2012-07-03,Sole Source,NA,NA,Fixed Price,2267177.92,206235.86,2473413.78,NA,2008,2473413.78,FALSE,FALSE,Other/Unknown,TRUE
20050090,20050090001,"Mackewicz,Bonnie",Mr. Wizard Car Wash,MR WIZARD CAR WASH,Yes,"BrightFields, Inc.,",2011-01-04,2017-03-01,Sole Source,NA,NA,Fixed Price,18250,0,18250,Final milestone invoice processed.  3/1/2017 12:33:45 PM (dcassel),2011,18250,FALSE,FALSE,Other/Unknown,TRUE
20050091,20050091001,"Bilder,Jack",Coca Cola Bottling,COCA COLA BOTTLING,Yes,"MEA, Inc.,",2009-04-15,2009-12-29,Competitively Bid,NA,Defined Scope of Work,Fixed Price,12509.27,0,12509.27,NA,2009,12509.27,FALSE,TRUE,Scope of Work,TRUE
20050099,20050099001,"Bilder,Jack",Sheetz #35,SHEETZ 35,Yes,"Kleinfelder Eastern Merger Corporation,",2006-10-01,2008-10-02,Competitively Bid,NA,Defined Scope of Work,Fixed Price,NA,0,0,Contract closed prior to database.,2006,0,FALSE,TRUE,Scope of Work,TRUE
20050101,20050101001,"Cramer,Jolene",Balmer Bros Concrete Works,BALMER BROS,Yes,"B&B Diversified Enterprises Inc,",2010-06-23,2012-06-05,Competitively Bid,2008-10-09,Defined Scope of Work,Fixed Price,18790,0,13490,90% proration; milestones B5-B8 not completed DEP approved reduction,2010,18790,FALSE,TRUE,Scope of Work,TRUE
20050102,20050102001,"Bollana,Debra",Calfos Amoco,Former Amoco,Yes,"Letterle & Associates Inc,",2012-03-15,NA,Competitively Bid,2010-07-12,Bid to Result,Fixed Price,252781.18,506952.58,714003.03,Bid Due Date changed due to flooding.  TFP with amendment = $263.418.41,2012,759733.76,TRUE,FALSE,Bid-to-Result,TRUE
20050111,20050111001,"Marion,Shane",Getgo #72,Gas N Go Washington,Yes,"ATC Group Services LLC,",2017-06-16,2018-09-14,Sole Source,NA,NA,Fixed Price,113664,0,43093,"Mutually terminated.  Brian Pine of ATC moved to Apex; Guttman is now working with Apex.  Both Guttman and Apex understand the costs in the terminated RA cannot be exceeded for the same tasks.

9/28/2018 10:47:59 AM (dcassel)",2017,113664,FALSE,FALSE,Other/Unknown,TRUE
20050111,20050111002,"Marion,Shane",Getgo #72,Gas N Go Washington,Yes,"APEX Titan Inc.,",2018-10-22,NA,Sole Source,NA,NA,Fixed Price,89907,52552,116201,This contracts is the remainder of the contract originally between Guttman and ATC.  Guttman and ATC mutually terminated and APEX assumed the remainder of the contract.  10/22/2018 02:51:48 PM (dbollana),2018,142459,FALSE,FALSE,Other/Unknown,TRUE
20050121,20050121001,"Bilder,Jack",Sheetz #7,SHEETZ 7,No,"Kleinfelder Eastern Merger Corporation,",2006-10-01,2009-09-01,Competitively Bid,NA,Defined Scope of Work,Fixed Price,NA,0,0,Contract closed prior to database.,2006,0,FALSE,TRUE,Scope of Work,FALSE
20050121,20050121002,"Bilder,Jack",Sheetz #7,SHEETZ 7,No,"Kleinfelder Eastern Merger Corporation,",2008-09-01,2009-12-01,Sole Source,NA,NA,Fixed Price,NA,0,0,Contract closed prior to database.,2008,0,FALSE,FALSE,Other/Unknown,FALSE
20050123,20050123001,"Mackewicz,Bonnie",Stop 22,Stop 22,No,"Letterle & Associates Inc,",2013-07-01,2016-05-12,Competitively Bid,2012-04-20,Defined Scope of Work,Fixed Price,103548,0,103004.35,NA,2013,103548,FALSE,TRUE,Scope of Work,FALSE
20050131,20050131001,"Headdings,Kyle",Hickory Amoco,Hickory BP,No,"Letterle & Associates Inc,",2007-10-04,2010-11-15,Sole Source,NA,NA,Fixed Price,339687.49,10093.55,339458.9,NA,2007,349781.04,FALSE,FALSE,Other/Unknown,FALSE
20050131,20050131002,"Headdings,Kyle",Hickory Amoco,Hickory BP,Yes,"Letterle & Associates Inc,",2011-04-19,2017-04-06,Sole Source,NA,NA,Fixed Price,426866.69,167633.08,465711.31,"Contract mutually terminated.  Due to new condition, costs may exceed claim limit.  See investigation file 4/7/17 email communication
4/7/2017 01:55:31 PM (dcassel)



If optional tasks are conducted, the total fixed price will be $426,866.68.  Milestone reductions of $6,698.29 due to Municipal Hook up at FFB.",2011,594499.77,FALSE,FALSE,Other/Unknown,TRUE
20050137,20050137001,"Aubel,Tracy",Mcquiston Bulk Plant Store,Gallow Glass Enterprises,Yes,"Letterle & Associates Inc,",2010-11-22,2016-06-07,Sole Source,NA,NA,Fixed Price,164737.58,0,138609.41,70% Proration applied to all payments.  Milestones  reduced as not all wells were sampled.,2010,164737.58,FALSE,FALSE,Other/Unknown,TRUE
20050142,20050142001,"Cramer,Jolene",Paul H Carroll (Former Carroll's Service Station),PAUL H CARROLL,No,"Letterle & Associates Inc,",2008-01-08,2008-10-28,Sole Source,NA,NA,Fixed Price,28220,0,28220,NA,2008,28220,FALSE,FALSE,Other/Unknown,FALSE
20050142,20050142002,"Cramer,Jolene",Paul H Carroll (Former Carroll's Service Station),PAUL H CARROLL,Yes,"Letterle & Associates Inc,",2008-12-22,2010-04-27,Sole Source,NA,NA,Fixed Price,76689.48,0,31359.64,4/27/10 Contract no longer applicable as the strategy has changed.,2008,76689.48,FALSE,FALSE,Other/Unknown,TRUE
20050145,20050145001,"Bilder,Jack",Rainbow Market,RAINBOW MKT,Yes,"Chambers Environmental Group Inc,",2008-03-07,2012-03-14,Sole Source,NA,NA,Fixed Price,38641,-2346,36295,"B5-B8 dropped from contract per PADEP Petition, milestone D revised to $9,186.  New contract total $36,295.",2008,36295,FALSE,FALSE,Other/Unknown,TRUE
20050154,20050154001,"Bilder,Jack",Uni Mart 44321,UNI MART 44321,No,"Austin James Associates,",2006-06-01,2007-06-01,Sole Source,NA,NA,Fixed Price,NA,0,0,Contract closed prior to database tracking.,2006,0,FALSE,FALSE,Other/Unknown,FALSE
20050154,20050154002,"Bilder,Jack",Uni Mart 44321,UNI MART 44321,Yes,"Austin James Associates,",2007-06-01,2008-10-14,Sole Source,NA,NA,Fixed Price,NA,0,0,Contract closed prior to database tracking.,2007,0,FALSE,FALSE,Other/Unknown,TRUE
20050164,20050164001,"Smith,Bethany",Point Service Station,Point Service Station,No,"Converse Consultants,",2015-02-11,2018-01-23,Competitively Bid,2012-05-21,Defined Scope of Work,Fixed Price,73795,0,73300,final milestone invoice processed  1/22/2018 02:31:52 PM (dcassel),2015,73795,FALSE,TRUE,Scope of Work,FALSE
20050170,20050170001,"Mackewicz,Bonnie",Chess Service,Chess Svc,No,"Environmental Remediation & Recovery, Inc.,",2008-03-17,2009-01-31,Sole Source,NA,NA,Fixed Price,71885.2,0,68979,NA,2008,71885.2,FALSE,FALSE,Other/Unknown,FALSE
20050170,20050170002,"Mackewicz,Bonnie",Chess Service,Chess Svc,Yes,"Environmental Remediation & Recovery, Inc.,",2009-04-30,2015-01-08,Sole Source,NA,NA,Fixed Price,130635.55,61611,121414.65,"Amendment #1 increases total contract to $171,422.55   1/8/15 - Contract cancelled by claimant and consultant due to ongoing SPL issues.",2009,192246.55,FALSE,FALSE,Other/Unknown,TRUE
20050171,20050171001,"Aubel,Tracy",Kerrigans Sunoco,Kerrigans Sunoco,Yes,"MEA, Inc.,",2006-06-01,2007-03-22,Sole Source,NA,NA,Fixed Price,NA,0,0,Contract closed prior to database.,2006,0,FALSE,FALSE,Other/Unknown,TRUE
20050172,20050172001,"Bilder,Jack",Quick Stop,QUICK STOP,Yes,"Mountain Research LLC,",2008-05-29,2013-01-16,Sole Source,NA,NA,Fixed Price,105586.88,1870,101985.72,"Inv 24146 withdrawn by Charles Buger.  Amendment #1 brings contract price to $107,456.88.",2008,107456.88,FALSE,FALSE,Other/Unknown,TRUE
20050174,20050174001,"Mackewicz,Bonnie",Harleysville Gulf,HARLEYSVILLE GULF,Yes,"MIG Consulting,",2010-11-24,2014-10-17,Sole Source,NA,NA,Fixed Price,66100,0,40500,10/17/14 claim closed at Fund request.  Final milestones not reimbursed as consultant could not be reached.,2010,66100,FALSE,FALSE,Other/Unknown,TRUE
20050175,20050175001,"Marion,Shane",Sheetz 131,SUNOCO,Yes,",",2008-04-28,2013-11-27,Sole Source,NA,NA,Fixed Price,66745,0,46870.2,Claim is prorated at 60%.  Sampling milestones reduced by $360.00 each.,2008,66745,FALSE,FALSE,Other/Unknown,TRUE
20050176,20050176001,"Cramer,Jolene",Country Fair #45,Country Fair 45,Yes,"Environmental Remediation & Recovery, Inc.,",2009-12-11,2013-07-11,Sole Source,NA,NA,Fixed Price,237518.73,0,164789.44,Claim is prorated at 75%.Milestone 9 not completed  7/11/13 claim closed,2009,237518.73,FALSE,FALSE,Other/Unknown,TRUE
20050206,20050206001,"Bilder,Jack",Buy & Fly 17,BUY & FLY 17,Yes,"Letterle & Associates Inc,",2007-02-01,2008-03-26,Sole Source,NA,NA,Fixed Price,19330,0,19330,NA,2007,19330,FALSE,FALSE,Other/Unknown,TRUE
20050207,20050207001,"Condran,Patricia",Knox Service Station,KNOX SVC STA,No,"In-Site Group, Inc.,",2011-06-14,2014-02-28,Sole Source,NA,NA,Fixed Price,574735.06,0,574694.06,NA,2011,574735.06,FALSE,FALSE,Other/Unknown,FALSE
20050210,20050210001,"Mackewicz,Bonnie",Cogos #7,Cogos,No,"Mountain Research LLC,",2010-05-12,2013-10-21,Competitively Bid,2009-09-03,Defined Scope of Work,Fixed Price,90956.3,48245.25,105722.8,Contract not completed due to extenuating circumstances.  Contract ended and work to be completed as T&&M.,2010,139201.55,FALSE,TRUE,Scope of Work,FALSE
20050213,20050213001,"Bollana,Debra",Speedy Meedys,Speedy Meedys,Yes,"Letterle & Associates Inc,",2015-03-26,2022-09-30,Competitively Bid,2012-05-04,Bid to Result,Fixed Price,573777.29,0,515818.77,Terminated according to contract terms  9/30/2022 04:43:00 PM (dbollana),2015,573777.29,TRUE,FALSE,Bid-to-Result,TRUE
20060001,20060001001,"Aubel,Tracy",Lens Hartsville Garage,LENS HARTSVILLE GARAGE,Yes,"Liberty Environmental, Inc.,",2009-12-01,2016-04-05,Sole Source,NA,NA,Fixed Price,107820,7717.09,104785.52,"Amendments 1-4 bring contract total to $115,537.09  12/3/14 claim is closed however contract remains open for PRC (dac)",2009,115537.09,FALSE,FALSE,Other/Unknown,TRUE
20060012,20060012001,"Ferro,James",Corner Amoco,Corner Amoco,No,"Groundwater & Environmental Services, Inc.,",2011-04-01,2015-07-22,Competitively Bid,2009-06-22,Defined Scope of Work,Fixed Price,48716.6,52980.75,77644.2,NA,2011,101697.35,FALSE,TRUE,Scope of Work,FALSE
20060018,20060018001,"Bilder,Jack",Pappys General Store,WIDNOON CORNER STORE,No,"Core Environmental Services, Inc.,",2006-09-01,2007-10-31,Competitively Bid,NA,NA,Fixed Price,NA,0,0,Closed prior to contract database tracking.,2006,0,FALSE,FALSE,Other/Unknown,FALSE
20060018,20060018002,"Bilder,Jack",Pappys General Store,WIDNOON CORNER STORE,Yes,"Core Environmental Services, Inc.,",2007-10-31,2010-09-14,Competitively Bid,NA,Defined Scope of Work,Fixed Price,63718,0,63718,NA,2007,63718,FALSE,TRUE,Scope of Work,TRUE
20060019,20060019001,"Bilder,Jack",Hawley Oil Self Service,TURKEY HILL 286,Yes,"James P. Sposito, P.G.,",2008-01-14,2010-11-05,Sole Source,NA,NA,Fixed Price,55000,0,55000,NA,2008,55000,FALSE,FALSE,Other/Unknown,TRUE
20060031,20060031002,"Headdings,Kyle",Ruff Creek BP,Ruff Creek BP,Yes,"Letterle & Associates Inc,",2007-11-05,2014-02-25,Sole Source,NA,NA,Fixed Price,655527.6,61742,613132.55,See status update 5/15/14 for details on contract closure.,2007,717269.6,FALSE,FALSE,Other/Unknown,TRUE
20060037,20060037001,"Bollana,Debra",Kwik Fill S 38,Kwik Fill S 38,No,"Letterle & Associates Inc,",2012-03-01,2015-10-28,Sole Source,2011-02-23,NA,Fixed Price,234072.62,313419.34,573853.7,"80% proration  Amendment #1 brings contract total to $374,379.76",2012,547491.96,FALSE,FALSE,Other/Unknown,FALSE
20060044,20060044001,"Bilder,Jack",Sheetz #150,SHEETZ 150,No,"Mountain Research LLC,",2007-01-05,2008-07-11,Sole Source,NA,NA,Fixed Price,339032,0,260695.1,NA,2007,339032,FALSE,FALSE,Other/Unknown,FALSE
20060044,20060044002,"Bilder,Jack",Sheetz #150,SHEETZ 150,Yes,"Mountain Research LLC,",2008-07-11,2009-12-07,Sole Source,NA,NA,Fixed Price,106409,0,97559,NA,2008,106409,FALSE,FALSE,Other/Unknown,TRUE
20060045,20060045001,"Hawk,Gerald",Sheetz #101,Sheetz 101,No,"Groundwater & Environmental Services, Inc.,",2008-03-20,2016-03-31,Competitively Bid,NA,Defined Scope of Work,Fixed Price,308887,174295.25,465629.5,"Proposal due date 12/28/07, extended to 1/4/08",2008,483182.25,FALSE,TRUE,Scope of Work,FALSE
20060048,20060048001,"Smith,Bethany",Atlantic Motors,Atlantic Motors,Yes,"B&B Diversified Enterprises Inc,",2016-10-17,2019-04-27,Sole Source,NA,NA,Fixed Price,513950.54,0,399761.14,Terminated due to new condition.  See letter in IR dated 4/12/19 for new condition details  5/9/2019 04:37:16 PM (dbollana),2016,513950.54,FALSE,FALSE,Other/Unknown,TRUE
20060048,20060048002,"Smith,Bethany",Atlantic Motors,Atlantic Motors,No,"B&B Diversified Enterprises Inc,",2010-03-04,2016-03-31,Competitively Bid,2009-01-08,Bid to Result,Time and Material,78463,28827.2,59859.14,NA,2010,107290.2,TRUE,FALSE,Bid-to-Result,FALSE
20060058,20060058001,"Mackewicz,Bonnie",Pages Service Center,Pages Svc Ctr,No,"In-Site Group, Inc.,",2007-03-15,2009-05-21,Sole Source,NA,NA,Time and Material,96712.83,0,94907.86,"Inv date 4/30/07 under amt paid, took deductible.  Per Hawk final contract invs in August 2007.  As of Jan. 2010, Excalibur working to secure FP contract to bring site to closure.",2007,96712.83,FALSE,FALSE,Other/Unknown,FALSE
