facility_id,facility_name,client_id,client_name,region,tank_type,tank_seq,capacity_gallons,install_date,substance,component_code,component_desc,construction_desc,construction_comment,construction_detail,permit_status,tank_status,tank_age_years,install_year,is_single_wall,is_double_wall,is_fiberglass,wall_type,status_desc,is_underground
22-16315,CAPITAL AREA TRANSIT,186326,CUMBERLAND DAUPHIN HBG TRANSIT AUTH,4300,UST,005,8000,1981-03-01,Diesel Fuel,1,TANK CONSTRUCTION,1A,NA,UNPROTECTED STEEL (SINGLE WALL),NA,W,44.832306639288156,1981,FALSE,FALSE,FALSE,Unknown/Other,Withdrawn,TRUE
22-16888,DGS ANNEX COMPLEX WOB & 51,43532,PA DGS,4300,UST,013,20000,1998-10-07,Heating Oil,1,TANK CONSTRUCTION,1D,emergency generator,UNPROTECTED STEEL (DOUBLE WALL),NA,UR,27.23066392881588,1998,FALSE,FALSE,FALSE,Unknown/Other,Under Review,TRUE
22-18139,CAPITAL PETRO,177099,TOP STAR ENTERPRISES,4300,UST,021,10000,1976-04-01,Gasoline,1,TANK CONSTRUCTION,1A,NA,UNPROTECTED STEEL (SINGLE WALL),NA,W,49.74674880219028,1976,FALSE,FALSE,FALSE,Unknown/Other,Withdrawn,TRUE
22-18139,CAPITAL PETRO,177099,TOP STAR ENTERPRISES,4300,UST,022,10000,1976-04-01,Gasoline,1,TANK CONSTRUCTION,1A,NA,UNPROTECTED STEEL (SINGLE WALL),NA,W,49.74674880219028,1976,FALSE,FALSE,FALSE,Unknown/Other,Withdrawn,TRUE
22-18139,CAPITAL PETRO,177099,TOP STAR ENTERPRISES,4300,UST,023,10000,1976-04-01,Gasoline,1,TANK CONSTRUCTION,1A,NA,UNPROTECTED STEEL (SINGLE WALL),NA,W,49.74674880219028,1976,FALSE,FALSE,FALSE,Unknown/Other,Withdrawn,TRUE
22-18139,CAPITAL PETRO,177099,TOP STAR ENTERPRISES,4300,UST,024,10000,1976-04-01,Gasoline,1,TANK CONSTRUCTION,1A,NA,UNPROTECTED STEEL (SINGLE WALL),NA,W,49.74674880219028,1976,FALSE,FALSE,FALSE,Unknown/Other,Withdrawn,TRUE
22-19829,SPRING CREEK REHAB,39811,DAUPHIN CNTY,4300,UST,005,1000,1967-01-01,Gasoline,1,TANK CONSTRUCTION,1A,NA,UNPROTECTED STEEL (SINGLE WALL),NA,W,58.99520876112252,1967,FALSE,FALSE,FALSE,Unknown/Other,Withdrawn,TRUE
22-20295,SUNOCO FOOD MART,345179,4101 NORTH FRONT STREET LLC,4300,UST,004,1000,1984-12-27,Used Oil (all forms),1,TANK CONSTRUCTION,1E,NA,FIBERGLASS (SINGLE WALL),WITHD,R,41.007529089664615,1984,FALSE,FALSE,FALSE,Unknown/Other,R,TRUE
22-20295,SUNOCO FOOD MART,345179,4101 NORTH FRONT STREET LLC,4300,UST,001,8000,1984-12-27,Gasoline,1,TANK CONSTRUCTION,1E,NA,FIBERGLASS (SINGLE WALL),WITHD,R,41.007529089664615,1984,FALSE,FALSE,FALSE,Unknown/Other,R,TRUE
22-20295,SUNOCO FOOD MART,345179,4101 NORTH FRONT STREET LLC,4300,UST,002,8000,1984-12-27,Gasoline,1,TANK CONSTRUCTION,1E,NA,FIBERGLASS (SINGLE WALL),WITHD,R,41.007529089664615,1984,FALSE,FALSE,FALSE,Unknown/Other,R,TRUE
22-20295,SUNOCO FOOD MART,345179,4101 NORTH FRONT STREET LLC,4300,UST,003,8000,1984-12-27,Gasoline,1,TANK CONSTRUCTION,1E,NA,FIBERGLASS (SINGLE WALL),WITHD,R,41.007529089664615,1984,FALSE,FALSE,FALSE,Unknown/Other,R,TRUE
22-21047,HET ENTERPRISES,180986,HET ENTERPRISES LLC,4300,UST,001,550,1988-12-01,Used Oil (all forms),1,TANK CONSTRUCTION,1E,NA,FIBERGLASS (SINGLE WALL),NA,W,37.07871321013005,1988,FALSE,FALSE,FALSE,Unknown/Other,Withdrawn,TRUE
22-21057,FORMER BP STA,180986,HET ENTERPRISES LLC,4300,UST,001,550,1983-10-18,Used Oil (all forms),1,TANK CONSTRUCTION,1E,NA,FIBERGLASS (SINGLE WALL),NA,R,42.20123203285421,1983,FALSE,FALSE,FALSE,Unknown/Other,R,TRUE
22-21065,TEXACO 100356,164155,MOTIVA ENTERPRISES LLC,4300,UST,001,4000,1988-01-01,Diesel Fuel,1,TANK CONSTRUCTION,1N,NA,UNKNOWN,APPR,R,37.9958932238193,1988,FALSE,FALSE,FALSE,Unknown/Other,R,TRUE
22-21654,BNA,189056,STAN HOYNITSKI,4300,UST,001,1000,1987-06-01,Gasoline,1,TANK CONSTRUCTION,1B,NA,CATHODICALLY PROTECTED STEEL (GALVANIC),APPR,R,38.58179329226557,1987,FALSE,FALSE,FALSE,Unknown/Other,R,TRUE
22-22097,EM HORSTICK,184188,EM HORSTICK CO,4300,UST,004,4000,1981-07-01,Diesel Fuel,1,TANK CONSTRUCTION,1A,NA,UNPROTECTED STEEL (SINGLE WALL),NA,R,44.498288843258045,1981,FALSE,FALSE,FALSE,Unknown/Other,R,TRUE
22-22097,EM HORSTICK,184188,EM HORSTICK CO,4300,UST,001,4000,1981-07-01,Gasoline,1,TANK CONSTRUCTION,1A,NA,UNPROTECTED STEEL (SINGLE WALL),NA,R,44.498288843258045,1981,FALSE,FALSE,FALSE,Unknown/Other,R,TRUE
22-22097,EM HORSTICK,184188,EM HORSTICK CO,4300,UST,002,4000,1981-07-01,Gasoline,1,TANK CONSTRUCTION,1A,NA,UNPROTECTED STEEL (SINGLE WALL),NA,R,44.498288843258045,1981,FALSE,FALSE,FALSE,Unknown/Other,R,TRUE
22-22097,EM HORSTICK,184188,EM HORSTICK CO,4300,UST,003,4000,1981-07-01,Gasoline,1,TANK CONSTRUCTION,1A,NA,UNPROTECTED STEEL (SINGLE WALL),NA,R,44.498288843258045,1981,FALSE,FALSE,FALSE,Unknown/Other,R,TRUE
22-22492,PA 0438 7710 ALLENTOWN BLVD,293105,PALG UST II LLC,4300,UST,002,5000,1987-12-01,Gasoline,1,TANK CONSTRUCTION,1A,NA,UNPROTECTED STEEL (SINGLE WALL),NA,W,38.0807665982204,1987,FALSE,FALSE,FALSE,Unknown/Other,Withdrawn,TRUE
22-22492,PA 0438 7710 ALLENTOWN BLVD,293105,PALG UST II LLC,4300,UST,003,5000,1987-12-01,Gasoline,1,TANK CONSTRUCTION,1A,NA,UNPROTECTED STEEL (SINGLE WALL),NA,W,38.0807665982204,1987,FALSE,FALSE,FALSE,Unknown/Other,Withdrawn,TRUE
22-22492,PA 0438 7710 ALLENTOWN BLVD,293105,PALG UST II LLC,4300,UST,001,8000,1976-12-01,Gasoline,1,TANK CONSTRUCTION,1A,NA,UNPROTECTED STEEL (SINGLE WALL),NA,W,49.07871321013005,1976,FALSE,FALSE,FALSE,Unknown/Other,Withdrawn,TRUE
22-22492,PA 0438 7710 ALLENTOWN BLVD,293105,PALG UST II LLC,4300,UST,004,10000,1998-04-22,Gasoline,1,TANK CONSTRUCTION,1G,NA,STEEL W/PLASTIC OR FIBERGLASS JACKET (DOUBLE WALL),WITHD,R,27.690622861054074,1998,FALSE,FALSE,FALSE,Unknown/Other,R,TRUE
22-22492,PA 0438 7710 ALLENTOWN BLVD,293105,PALG UST II LLC,4300,UST,005,12000,1998-04-22,Gasoline,1,TANK CONSTRUCTION,1G,NA,STEEL W/PLASTIC OR FIBERGLASS JACKET (DOUBLE WALL),WITHD,R,27.690622861054074,1998,FALSE,FALSE,FALSE,Unknown/Other,R,TRUE
22-22668,SPEEDWAY 6763,133896,SPEEDWAY LLC,4300,UST,006,4000,1991-02-01,Kerosene,1,TANK CONSTRUCTION,1E,NA,FIBERGLASS (SINGLE WALL),WITHD,R,34.91033538672142,1991,FALSE,FALSE,FALSE,Unknown/Other,R,TRUE
22-22668,SPEEDWAY 6763,133896,SPEEDWAY LLC,4300,UST,004,10000,1981-11-01,Gasoline,1,TANK CONSTRUCTION,1C,CP system repaired 7/20/10 by Clayton Svcs,CATHODICALLY PROTECTED STEEL (IMPRESSED CURRENT),WITHD,P,44.16153319644079,1981,FALSE,FALSE,FALSE,Unknown/Other,P,TRUE
22-22668,SPEEDWAY 6763,133896,SPEEDWAY LLC,4300,UST,003,20000,1981-11-01,Diesel Fuel,1,TANK CONSTRUCTION,1C,CP system repaired 7/20/10 by Clayton Svcs,CATHODICALLY PROTECTED STEEL (IMPRESSED CURRENT),WITHD,P,44.16153319644079,1981,FALSE,FALSE,FALSE,Unknown/Other,P,TRUE
22-22668,SPEEDWAY 6763,133896,SPEEDWAY LLC,4300,UST,001,20000,1981-11-01,Gasoline,1,TANK CONSTRUCTION,1C,CP system repaired 7/20/10 by Clayton Svcs,CATHODICALLY PROTECTED STEEL (IMPRESSED CURRENT),WITHD,P,44.16153319644079,1981,FALSE,FALSE,FALSE,Unknown/Other,P,TRUE
22-22668,SPEEDWAY 6763,133896,SPEEDWAY LLC,4300,UST,002,20000,1981-11-01,Gasoline,1,TANK CONSTRUCTION,1C,CP system repaired 7/20/10 by Clayton Svcs,CATHODICALLY PROTECTED STEEL (IMPRESSED CURRENT),WITHD,P,44.16153319644079,1981,FALSE,FALSE,FALSE,Unknown/Other,P,TRUE
22-23834,HANDWERK CONTR,120486,BLOOMING GLEN CONTR INC,4300,UST,002,1000,1964-12-01,Gasoline,1,TANK CONSTRUCTION,1A,NA,UNPROTECTED STEEL (SINGLE WALL),NA,W,61.07871321013005,1964,FALSE,FALSE,FALSE,Unknown/Other,Withdrawn,TRUE
22-23834,HANDWERK CONTR,120486,BLOOMING GLEN CONTR INC,4300,UST,003,2000,1964-12-01,Diesel Fuel,1,TANK CONSTRUCTION,1A,NA,UNPROTECTED STEEL (SINGLE WALL),NA,W,61.07871321013005,1964,FALSE,FALSE,FALSE,Unknown/Other,Withdrawn,TRUE
22-23834,HANDWERK CONTR,120486,BLOOMING GLEN CONTR INC,4300,UST,001,10000,1973-12-01,Diesel Fuel,1,TANK CONSTRUCTION,1A,NA,UNPROTECTED STEEL (SINGLE WALL),NA,W,52.07939767282683,1973,FALSE,FALSE,FALSE,Unknown/Other,Withdrawn,TRUE
22-24091,7 ELEVEN 40136,142881,7 ELEVEN INC,4300,UST,002,12000,1980-06-01,Gasoline,1,TANK CONSTRUCTION,1E,Drone to T003,FIBERGLASS (SINGLE WALL),WITHD,R,45.57973990417522,1980,FALSE,FALSE,FALSE,Unknown/Other,R,TRUE
22-24091,7 ELEVEN 40136,142881,7 ELEVEN INC,4300,UST,003,12000,1980-06-01,Gasoline,1,TANK CONSTRUCTION,1E,NA,FIBERGLASS (SINGLE WALL),WITHD,R,45.57973990417522,1980,FALSE,FALSE,FALSE,Unknown/Other,R,TRUE
22-24091,7 ELEVEN 40136,142881,7 ELEVEN INC,4300,UST,001,12000,1984-02-01,Gasoline,1,TANK CONSTRUCTION,1E,NA,FIBERGLASS (SINGLE WALL),WITHD,R,41.91101984941821,1984,FALSE,FALSE,FALSE,Unknown/Other,R,TRUE
22-25046,PILOT 4563,135750,PILOT TRAVEL CTR LLC,4300,UST,004,10000,1972-12-01,Gasoline,1,TANK CONSTRUCTION,1F,NA,FIBERGLASS (DOUBLE WALL),NA,W,53.07871321013005,1972,FALSE,FALSE,FALSE,Unknown/Other,Withdrawn,TRUE
22-25046,PILOT 4563,135750,PILOT TRAVEL CTR LLC,4300,UST,006,10000,1972-12-01,Heating Oil,1,TANK CONSTRUCTION,1F,NA,FIBERGLASS (DOUBLE WALL),NA,W,53.07871321013005,1972,FALSE,FALSE,FALSE,Unknown/Other,Withdrawn,TRUE
22-25046,PILOT 4563,135750,PILOT TRAVEL CTR LLC,4300,UST,001,20000,1972-12-01,Diesel Fuel,1,TANK CONSTRUCTION,1F,NA,FIBERGLASS (DOUBLE WALL),NA,W,53.07871321013005,1972,FALSE,FALSE,FALSE,Unknown/Other,Withdrawn,TRUE
22-25046,PILOT 4563,135750,PILOT TRAVEL CTR LLC,4300,UST,002,20000,1972-12-01,Diesel Fuel,1,TANK CONSTRUCTION,1F,NA,FIBERGLASS (DOUBLE WALL),NA,W,53.07871321013005,1972,FALSE,FALSE,FALSE,Unknown/Other,Withdrawn,TRUE
22-25046,PILOT 4563,135750,PILOT TRAVEL CTR LLC,4300,UST,003,20000,1972-12-01,Diesel Fuel,1,TANK CONSTRUCTION,1F,NA,FIBERGLASS (DOUBLE WALL),NA,W,53.07871321013005,1972,FALSE,FALSE,FALSE,Unknown/Other,Withdrawn,TRUE
22-25046,PILOT 4563,135750,PILOT TRAVEL CTR LLC,4300,UST,005,20000,1972-12-01,Gasoline,1,TANK CONSTRUCTION,1F,NA,FIBERGLASS (DOUBLE WALL),NA,W,53.07871321013005,1972,FALSE,FALSE,FALSE,Unknown/Other,Withdrawn,TRUE
22-26024,GETTY 67654,186021,GETTY PETRO MKT INC,4300,UST,006,2000,1964-01-01,Kerosene,1,TANK CONSTRUCTION,1A,NA,UNPROTECTED STEEL (SINGLE WALL),APPR,R,61.9958932238193,1964,FALSE,FALSE,FALSE,Unknown/Other,R,TRUE
22-26024,GETTY 67654,186021,GETTY PETRO MKT INC,4300,UST,005,3000,1964-01-01,Diesel Fuel,1,TANK CONSTRUCTION,1A,NA,UNPROTECTED STEEL (SINGLE WALL),APPR,R,61.9958932238193,1964,FALSE,FALSE,FALSE,Unknown/Other,R,TRUE
22-26024,GETTY 67654,186021,GETTY PETRO MKT INC,4300,UST,001,3000,1964-01-01,Gasoline,1,TANK CONSTRUCTION,1I,NA,STEEL W/LINED INTERIOR,APPR,R,61.9958932238193,1964,FALSE,FALSE,FALSE,Unknown/Other,R,TRUE
22-26024,GETTY 67654,186021,GETTY PETRO MKT INC,4300,UST,002,3000,1964-01-01,Gasoline,1,TANK CONSTRUCTION,1I,NA,STEEL W/LINED INTERIOR,APPR,R,61.9958932238193,1964,FALSE,FALSE,FALSE,Unknown/Other,R,TRUE
22-26789,HOTEL HERSHEY,212464,HERSHEY ENTERTAINMENT & RESORTS CO,4300,UST,002,1000,1983-12-01,Gasoline,1,TANK CONSTRUCTION,1A,NA,UNPROTECTED STEEL (SINGLE WALL),NA,W,42.0807665982204,1983,FALSE,FALSE,FALSE,Unknown/Other,Withdrawn,TRUE
22-26847,ENG DIST 8 0 DAUPHIN CNTY MAINT FAC,189304,PA DOT MAINT & OPR BUR,4300,UST,005,285,1987-06-01,Gasoline,1,TANK CONSTRUCTION,1B,NA,CATHODICALLY PROTECTED STEEL (GALVANIC),APPR,R,38.58179329226557,1987,FALSE,FALSE,FALSE,Unknown/Other,R,TRUE
22-26847,ENG DIST 8 0 DAUPHIN CNTY MAINT FAC,189304,PA DOT MAINT & OPR BUR,4300,UST,004,3000,1987-06-01,Used Oil (all forms),1,TANK CONSTRUCTION,1B,NA,CATHODICALLY PROTECTED STEEL (GALVANIC),APPR,R,38.58179329226557,1987,FALSE,FALSE,FALSE,Unknown/Other,R,TRUE
22-26847,ENG DIST 8 0 DAUPHIN CNTY MAINT FAC,189304,PA DOT MAINT & OPR BUR,4300,UST,001,6000,1974-07-01,Diesel Fuel,1,TANK CONSTRUCTION,1E,NA,FIBERGLASS (SINGLE WALL),APPR,R,51.49897330595483,1974,FALSE,FALSE,FALSE,Unknown/Other,R,TRUE
22-26847,ENG DIST 8 0 DAUPHIN CNTY MAINT FAC,189304,PA DOT MAINT & OPR BUR,4300,UST,002,8000,1974-07-01,Gasoline,1,TANK CONSTRUCTION,1E,NA,FIBERGLASS (SINGLE WALL),APPR,R,51.49897330595483,1974,FALSE,FALSE,FALSE,Unknown/Other,R,TRUE
22-26847,ENG DIST 8 0 DAUPHIN CNTY MAINT FAC,189304,PA DOT MAINT & OPR BUR,4300,UST,003,8000,1985-07-01,Diesel Fuel,1,TANK CONSTRUCTION,1E,NA,FIBERGLASS (SINGLE WALL),APPR,R,40.498288843258045,1985,FALSE,FALSE,FALSE,Unknown/Other,R,TRUE
22-28879,FIRE STA 2,63350,HBG CITY DAUPHIN CNTY,4300,UST,001,1000,1980-08-01,Diesel Fuel,1,TANK CONSTRUCTION,1B,NA,CATHODICALLY PROTECTED STEEL (GALVANIC),APPR,R,45.412731006160165,1980,FALSE,FALSE,FALSE,Unknown/Other,R,TRUE
22-28934,ROGELE,34027,ROGELE INC,4300,UST,002,2000,NA,Diesel Fuel,1,TANK CONSTRUCTION,1A,NA,UNPROTECTED STEEL (SINGLE WALL),NA,W,NA,NA,FALSE,FALSE,FALSE,Unknown/Other,Withdrawn,TRUE
22-28934,ROGELE,34027,ROGELE INC,4300,UST,005,2000,1975-03-01,Diesel Fuel,1,TANK CONSTRUCTION,1A,NA,UNPROTECTED STEEL (SINGLE WALL),NA,W,50.83367556468173,1975,FALSE,FALSE,FALSE,Unknown/Other,Withdrawn,TRUE
22-28934,ROGELE,34027,ROGELE INC,4300,UST,001,4000,NA,Diesel Fuel,1,TANK CONSTRUCTION,1A,NA,UNPROTECTED STEEL (SINGLE WALL),NA,W,NA,NA,FALSE,FALSE,FALSE,Unknown/Other,Withdrawn,TRUE
22-28934,ROGELE,34027,ROGELE INC,4300,UST,006,4000,1975-03-01,Diesel Fuel,1,TANK CONSTRUCTION,1A,NA,UNPROTECTED STEEL (SINGLE WALL),NA,W,50.83367556468173,1975,FALSE,FALSE,FALSE,Unknown/Other,Withdrawn,TRUE
22-28934,ROGELE,34027,ROGELE INC,4300,UST,007,4000,1975-03-01,Gasoline,1,TANK CONSTRUCTION,1A,NA,UNPROTECTED STEEL (SINGLE WALL),NA,W,50.83367556468173,1975,FALSE,FALSE,FALSE,Unknown/Other,Withdrawn,TRUE
22-28934,ROGELE,34027,ROGELE INC,4300,UST,012,4000,1980-02-07,Gasoline,1,TANK CONSTRUCTION,1A,NA,UNPROTECTED STEEL (SINGLE WALL),NA,W,45.894592744695416,1980,FALSE,FALSE,FALSE,Unknown/Other,Withdrawn,TRUE
22-28934,ROGELE,34027,ROGELE INC,4300,UST,013,4000,1980-02-07,Gasoline,1,TANK CONSTRUCTION,1A,NA,UNPROTECTED STEEL (SINGLE WALL),NA,W,45.894592744695416,1980,FALSE,FALSE,FALSE,Unknown/Other,Withdrawn,TRUE
22-28934,ROGELE,34027,ROGELE INC,4300,UST,010,4000,1980-02-12,Gasoline,1,TANK CONSTRUCTION,1A,NA,UNPROTECTED STEEL (SINGLE WALL),NA,W,45.880903490759756,1980,FALSE,FALSE,FALSE,Unknown/Other,Withdrawn,TRUE
22-28934,ROGELE,34027,ROGELE INC,4300,UST,011,4000,1980-02-12,Gasoline,1,TANK CONSTRUCTION,1A,NA,UNPROTECTED STEEL (SINGLE WALL),NA,W,45.880903490759756,1980,FALSE,FALSE,FALSE,Unknown/Other,Withdrawn,TRUE
22-28934,ROGELE,34027,ROGELE INC,4300,UST,008,4000,1980-02-13,Gasoline,1,TANK CONSTRUCTION,1A,NA,UNPROTECTED STEEL (SINGLE WALL),NA,W,45.87816563997262,1980,FALSE,FALSE,FALSE,Unknown/Other,Withdrawn,TRUE
22-28934,ROGELE,34027,ROGELE INC,4300,UST,009,4000,1980-02-13,Gasoline,1,TANK CONSTRUCTION,1A,NA,UNPROTECTED STEEL (SINGLE WALL),NA,W,45.87816563997262,1980,FALSE,FALSE,FALSE,Unknown/Other,Withdrawn,TRUE
22-28938,TRUEVALUE,264212,KTR HARRISBURG LLC,4300,UST,005,2000,1985-04-01,Used Oil (all forms),1,TANK CONSTRUCTION,1B,NA,CATHODICALLY PROTECTED STEEL (GALVANIC),NA,R,40.747433264887064,1985,FALSE,FALSE,FALSE,Unknown/Other,R,TRUE
22-29690,935 HBG AMOCO,64822,SICO CO,4300,UST,008,550,1990-11-01,Used Oil (all forms),1,TANK CONSTRUCTION,1C,NA,CATHODICALLY PROTECTED STEEL (IMPRESSED CURRENT),APPR,R,35.162217659137575,1990,FALSE,FALSE,FALSE,Unknown/Other,R,TRUE
22-31242,FED EXPRESS FAC,142324,FEDERAL EXPRESS CORPORATION,4300,UST,002,550,1987-02-01,Used Oil (all forms),1,TANK CONSTRUCTION,1A,NA,UNPROTECTED STEEL (SINGLE WALL),APPR,R,38.91033538672142,1987,FALSE,FALSE,FALSE,Unknown/Other,R,TRUE
22-31313,CTL ADMIN BLDG,55964,PA TURNPIKE COMM,4300,UST,001,500,1980-01-01,Diesel Fuel,1,TANK CONSTRUCTION,1E,NA,FIBERGLASS (SINGLE WALL),NA,W,45.9958932238193,1980,FALSE,FALSE,FALSE,Unknown/Other,Withdrawn,TRUE
22-32412,PINNACLE HEALTH POLYCLINIC MED CTR,164060,PINNACLE HEALTH POLYCLINIC MED CTR,4300,UST,011,1000,1988-01-01,Diesel Fuel,1,TANK CONSTRUCTION,1O,NA,CATHODICALLY PROTECTED DOUBLE WALL STEEL (GALVANIC),APPR,UR,37.9958932238193,1988,FALSE,FALSE,FALSE,Unknown/Other,Under Review,TRUE
22-32412,PINNACLE HEALTH POLYCLINIC MED CTR,164060,PINNACLE HEALTH POLYCLINIC MED CTR,4300,UST,012,1000,1988-01-01,Diesel Fuel,1,TANK CONSTRUCTION,1O,NA,CATHODICALLY PROTECTED DOUBLE WALL STEEL (GALVANIC),APPR,UR,37.9958932238193,1988,FALSE,FALSE,FALSE,Unknown/Other,Under Review,TRUE
22-34896,HERSHEY FOODS CORP,34770,HERSHEY CO,4300,UST,001,6000,1990-03-01,Diesel Fuel,1,TANK CONSTRUCTION,1B,NA,CATHODICALLY PROTECTED STEEL (GALVANIC),NA,R,35.832991101984945,1990,FALSE,FALSE,FALSE,Unknown/Other,R,TRUE
22-37086,SHEETZ 219,36334,SHEETZ INC,4300,UST,005,6000,1996-03-19,Kerosene,1,TANK CONSTRUCTION,1B,12/20/11- instl supplemental anodes & CP test stations,CATHODICALLY PROTECTED STEEL (GALVANIC),WITHD,R,29.782340862423,1996,FALSE,FALSE,FALSE,Unknown/Other,R,TRUE
22-37086,SHEETZ 219,36334,SHEETZ INC,4300,UST,004,15000,1996-03-19,Diesel Fuel,1,TANK CONSTRUCTION,1B,12/20/11- instl supplemental anodes & CP test stations,CATHODICALLY PROTECTED STEEL (GALVANIC),WITHD,R,29.782340862423,1996,FALSE,FALSE,FALSE,Unknown/Other,R,TRUE
22-37086,SHEETZ 219,36334,SHEETZ INC,4300,UST,001,15000,1996-03-19,Gasoline,1,TANK CONSTRUCTION,1B,12/20/11- instl supplemental anodes & CP test stations,CATHODICALLY PROTECTED STEEL (GALVANIC),WITHD,R,29.782340862423,1996,FALSE,FALSE,FALSE,Unknown/Other,R,TRUE
22-37086,SHEETZ 219,36334,SHEETZ INC,4300,UST,002,15000,1996-03-19,Gasoline,1,TANK CONSTRUCTION,1B,12/20/11- instl supplemental anodes & CP test stations,CATHODICALLY PROTECTED STEEL (GALVANIC),WITHD,R,29.782340862423,1996,FALSE,FALSE,FALSE,Unknown/Other,R,TRUE
22-37086,SHEETZ 219,36334,SHEETZ INC,4300,UST,003,15000,1996-03-19,Gasoline,1,TANK CONSTRUCTION,1B,12/20/11- instl supplemental anodes & CP test stations,CATHODICALLY PROTECTED STEEL (GALVANIC),WITHD,R,29.782340862423,1996,FALSE,FALSE,FALSE,Unknown/Other,R,TRUE
22-38771,SHEETZ 351,36334,SHEETZ INC,4300,UST,005,8000,2003-08-14,Kerosene,1,TANK CONSTRUCTION,1G,NA,STEEL W/PLASTIC OR FIBERGLASS JACKET (DOUBLE WALL),WITHD,R,22.379192334017795,2003,FALSE,FALSE,FALSE,Unknown/Other,R,TRUE
22-38771,SHEETZ 351,36334,SHEETZ INC,4300,UST,004,12000,2003-08-14,Diesel Fuel,1,TANK CONSTRUCTION,1G,NA,STEEL W/PLASTIC OR FIBERGLASS JACKET (DOUBLE WALL),WITHD,R,22.379192334017795,2003,FALSE,FALSE,FALSE,Unknown/Other,R,TRUE
22-38771,SHEETZ 351,36334,SHEETZ INC,4300,UST,001,15000,2003-08-14,Gasoline,1,TANK CONSTRUCTION,1G,NA,STEEL W/PLASTIC OR FIBERGLASS JACKET (DOUBLE WALL),WITHD,R,22.379192334017795,2003,FALSE,FALSE,FALSE,Unknown/Other,R,TRUE
22-38771,SHEETZ 351,36334,SHEETZ INC,4300,UST,002,15000,2003-08-14,Gasoline,1,TANK CONSTRUCTION,1G,NA,STEEL W/PLASTIC OR FIBERGLASS JACKET (DOUBLE WALL),WITHD,R,22.379192334017795,2003,FALSE,FALSE,FALSE,Unknown/Other,R,TRUE
22-38771,SHEETZ 351,36334,SHEETZ INC,4300,UST,003,15000,2003-08-14,Gasoline,1,TANK CONSTRUCTION,1G,NA,STEEL W/PLASTIC OR FIBERGLASS JACKET (DOUBLE WALL),WITHD,R,22.379192334017795,2003,FALSE,FALSE,FALSE,Unknown/Other,R,TRUE
22-39120,SHEETZ 374,36334,SHEETZ INC,4300,UST,005,8000,2005-05-20,Kerosene,1,TANK CONSTRUCTION,1G,NA,STEEL W/PLASTIC OR FIBERGLASS JACKET (DOUBLE WALL),WITHD,R,20.61327857631759,2005,FALSE,FALSE,FALSE,Unknown/Other,R,TRUE
22-39120,SHEETZ 374,36334,SHEETZ INC,4300,UST,004,12000,2005-05-20,Diesel Fuel,1,TANK CONSTRUCTION,1G,NA,STEEL W/PLASTIC OR FIBERGLASS JACKET (DOUBLE WALL),WITHD,R,20.61327857631759,2005,FALSE,FALSE,FALSE,Unknown/Other,R,TRUE
22-39120,SHEETZ 374,36334,SHEETZ INC,4300,UST,001,15000,2005-05-20,Gasoline,1,TANK CONSTRUCTION,1G,NA,STEEL W/PLASTIC OR FIBERGLASS JACKET (DOUBLE WALL),WITHD,R,20.61327857631759,2005,FALSE,FALSE,FALSE,Unknown/Other,R,TRUE
22-39120,SHEETZ 374,36334,SHEETZ INC,4300,UST,002,15000,2005-05-20,Gasoline,1,TANK CONSTRUCTION,1G,NA,STEEL W/PLASTIC OR FIBERGLASS JACKET (DOUBLE WALL),WITHD,R,20.61327857631759,2005,FALSE,FALSE,FALSE,Unknown/Other,R,TRUE
22-39120,SHEETZ 374,36334,SHEETZ INC,4300,UST,003,15000,2005-05-20,Gasoline,1,TANK CONSTRUCTION,1G,NA,STEEL W/PLASTIC OR FIBERGLASS JACKET (DOUBLE WALL),WITHD,R,20.61327857631759,2005,FALSE,FALSE,FALSE,Unknown/Other,R,TRUE
22-39723,SHEETZ 412,36334,SHEETZ INC,4300,UST,005,8000,2008-01-15,Kerosene,1,TANK CONSTRUCTION,1G,NA,STEEL W/PLASTIC OR FIBERGLASS JACKET (DOUBLE WALL),WITHD,R,17.95756331279945,2008,FALSE,FALSE,FALSE,Unknown/Other,R,TRUE
22-39723,SHEETZ 412,36334,SHEETZ INC,4300,UST,002,10000,2008-01-15,Gasohol (>15% alcohol),1,TANK CONSTRUCTION,1G,new MPD 13/14,STEEL W/PLASTIC OR FIBERGLASS JACKET (DOUBLE WALL),WITHD,R,17.95756331279945,2008,FALSE,FALSE,FALSE,Unknown/Other,R,TRUE
22-39723,SHEETZ 412,36334,SHEETZ INC,4300,UST,003,10000,2008-01-15,Gasoline,1,TANK CONSTRUCTION,1G,NA,STEEL W/PLASTIC OR FIBERGLASS JACKET (DOUBLE WALL),WITHD,R,17.95756331279945,2008,FALSE,FALSE,FALSE,Unknown/Other,R,TRUE
22-39723,SHEETZ 412,36334,SHEETZ INC,4300,UST,004,12000,2008-01-15,Diesel Fuel,1,TANK CONSTRUCTION,1G,NA,STEEL W/PLASTIC OR FIBERGLASS JACKET (DOUBLE WALL),WITHD,R,17.95756331279945,2008,FALSE,FALSE,FALSE,Unknown/Other,R,TRUE
